numsamples,filling,L,N,J,V,W,ts,unconstrained,energy,avrgtimeavrgcorr
20,0.75,12,9,1,4,20.0,0.06598601965306876,true,5.0,0.9907721088426877
20,0.75,12,9,1,4,20.0,0.06598601965306876,true,2.0,0.9884053396851933
20,0.75,12,9,1,4,20.0,0.06598601965306876,true,0.0,0.9861766355253782
20,0.75,12,9,1,16,0.0,0.07237899934777976,true,4.0,0.9895342493715631
20,0.75,12,9,1,16,0.0,0.07237899934777976,true,5.0,0.9912899496090766
20,0.75,12,9,1,16,0.0,0.07237899934777976,true,2.0,0.987951252990357
20,0.75,12,9,1,16,0.0,0.07237899934777976,true,0.0,0.9863795416680141
20,0.75,12,9,1,1,0.0,0.07237899934777976,true,4.0,0.9880357326688105
20,0.75,12,9,1,1,0.0,0.07237899934777976,true,5.0,0.9893660153668054
20,0.75,12,9,1,1,0.0,0.07237899934777976,true,2.0,0.9867084593337512
20,0.75,12,9,1,1,0.0,0.07237899934777976,true,0.0,0.9840733539025682
20,0.75,12,9,1,4,0.0,0.07237899934777976,true,4.0,0.9881366394946784
20,0.75,12,9,1,4,0.0,0.07237899934777976,true,5.0,0.9894865508963574
20,0.75,12,9,1,4,0.0,0.07237899934777976,true,2.0,0.9867795717826037
20,0.75,12,9,1,4,0.0,0.07237899934777976,true,0.0,0.984253315126927
20,0.75,12,9,1,16,1.0,0.07237899934777976,true,4.0,0.9895356756406402
20,0.75,12,9,1,16,1.0,0.07237899934777976,true,5.0,0.9912909301780666
20,0.75,12,9,1,16,1.0,0.07237899934777976,true,2.0,0.987952967395232
20,0.75,12,9,1,16,1.0,0.07237899934777976,true,0.0,0.9863812749890774
20,0.75,12,9,1,1,1.0,0.07237899934777976,true,4.0,0.988037772582613
20,0.75,12,9,1,1,1.0,0.07237899934777976,true,5.0,0.9893678227654341
20,0.75,12,9,1,1,1.0,0.07237899934777976,true,2.0,0.9867107068323254
20,0.75,12,9,1,1,1.0,0.07237899934777976,true,0.0,0.9840760578247347
20,0.75,12,9,1,4,1.0,0.07237899934777976,true,4.0,0.9881386326867637
20,0.75,12,9,1,4,1.0,0.07237899934777976,true,5.0,0.9894883031187358
20,0.75,12,9,1,4,1.0,0.07237899934777976,true,2.0,0.9867817861416887
20,0.75,12,9,1,4,1.0,0.07237899934777976,true,0.0,0.9842559408582662
20,0.75,12,9,1,16,20.0,0.07237899934777976,true,4.0,0.9900704069772116
20,0.75,12,9,1,16,20.0,0.07237899934777976,true,5.0,0.9916635585413663
20,0.75,12,9,1,16,20.0,0.07237899934777976,true,2.0,0.9885943732756911
20,0.75,12,9,1,16,20.0,0.07237899934777976,true,0.0,0.9870338840037514
20,0.75,12,9,1,1,20.0,0.07237899934777976,true,4.0,0.9887940901253093
20,0.75,12,9,1,1,20.0,0.07237899934777976,true,5.0,0.990037991505196
20,0.75,12,9,1,1,20.0,0.07237899934777976,true,2.0,0.9875436912037242
20,0.75,12,9,1,1,20.0,0.07237899934777976,true,0.0,0.9850782977158781
20,0.75,12,9,1,4,20.0,0.07237899934777976,true,4.0,0.9888782384828995
20,0.75,12,9,1,4,20.0,0.07237899934777976,true,5.0,0.9901387232378694
20,0.75,12,9,1,4,20.0,0.07237899934777976,true,2.0,0.9876029440709696
20,0.75,12,9,1,4,20.0,0.07237899934777976,true,0.0,0.9852300942509095
20,0.75,12,9,1,16,0.0,0.07939135553453969,true,4.0,0.9887073946429232
20,0.75,12,9,1,16,0.0,0.07939135553453969,true,5.0,0.9907241774277833
20,0.75,12,9,1,16,0.0,0.07939135553453969,true,2.0,0.9869707799346016
20,0.75,12,9,1,16,0.0,0.07939135553453969,true,0.0,0.9853944804271794
20,0.75,12,9,1,1,0.0,0.07939135553453969,true,4.0,0.9868887826928459
20,0.75,12,9,1,1,0.0,0.07939135553453969,true,5.0,0.9883467446304768
20,0.75,12,9,1,1,0.0,0.07939135553453969,true,2.0,0.9854346310403657
20,0.75,12,9,1,1,0.0,0.07939135553453969,true,0.0,0.9825509400835165
20,0.75,12,9,1,4,0.0,0.07939135553453969,true,4.0,0.9870161154075254
20,0.75,12,9,1,4,0.0,0.07939135553453969,true,5.0,0.9884991470985588
20,0.75,12,9,1,4,0.0,0.07939135553453969,true,2.0,0.9855245652091842
20,0.75,12,9,1,4,0.0,0.07939135553453969,true,0.0,0.9827782561608734
20,0.75,12,9,1,16,1.0,0.07939135553453969,true,4.0,0.9887091036065769
20,0.75,12,9,1,16,1.0,0.07939135553453969,true,5.0,0.9907252515530679
20,0.75,12,9,1,16,1.0,0.07939135553453969,true,2.0,0.9869728423968154
20,0.75,12,9,1,16,1.0,0.07939135553453969,true,0.0,0.9853964813328122
20,0.75,12,9,1,1,1.0,0.07939135553453969,true,4.0,0.9868913655376346
20,0.75,12,9,1,1,1.0,0.07939135553453969,true,5.0,0.9883490329521187
20,0.75,12,9,1,1,1.0,0.07939135553453969,true,2.0,0.9854374766578619
