L,N,J,V,W,unconstrained,avrgdistance,stddistance,numsamples,filling
16,12,1,1.0,6.324555320336759,true,0.9379369900076122,0.0017417660889197442,20,0.75
16,12,1,1.7782794100389228,6.324555320336759,false,0.35643123181608233,0.003122554111226189,20,0.75
16,12,1,1.7782794100389228,6.324555320336759,true,0.9500979444836662,0.0011506033657820065,20,0.75
16,12,1,10.0,6.324555320336759,false,0.15287277787505807,0.0011292710819476156,20,0.75
16,12,1,10.0,6.324555320336759,true,0.7328112582596835,0.0028875123060837574,20,0.75
16,12,1,100.0,6.324555320336759,false,0.09710265091284721,0.0012015889974860876,20,0.75
16,12,1,100.0,6.324555320336759,true,0.6927434822966834,0.003702602911227661,20,0.75
16,12,1,17.78279410038923,6.324555320336759,false,0.11267404802862482,0.001284172224987503,20,0.75
16,12,1,17.78279410038923,6.324555320336759,true,0.7000475355816739,0.0036012738429920667,20,0.75
16,12,1,3.1622776601683795,6.324555320336759,false,0.31370926339618144,0.0023210519899971157,20,0.75
16,12,1,3.1622776601683795,6.324555320336759,true,0.9440278227715371,0.0007275523483053268,20,0.75
16,12,1,31.622776601683793,6.324555320336759,false,0.10318850340687129,0.0012466034278488757,20,0.75
16,12,1,31.622776601683793,6.324555320336759,true,0.6955916614523263,0.003657180422035807,20,0.75
16,12,1,5.623413251903491,6.324555320336759,false,0.2348096263337335,0.0013314111028812662,20,0.75
16,12,1,5.623413251903491,6.324555320336759,true,0.8796744340093203,0.0009067452813728052,20,0.75
16,12,1,56.23413251903491,6.324555320336759,false,0.09901421236991473,0.0011950682694836792,20,0.75
16,12,1,56.23413251903491,6.324555320336759,true,0.6935241514803472,0.003690111167540427,20,0.75
16,12,1,0.17782794100389226,63.245553203367585,false,0.042942223903855874,0.001224322211265575,20,0.75
16,12,1,0.17782794100389226,63.245553203367585,true,0.12614963360673975,0.002949885655289722,20,0.75
16,12,1,0.1,63.245553203367585,false,0.04282139693970692,0.0012632135719063404,20,0.75
16,12,1,0.1,63.245553203367585,true,0.12424511748069236,0.0028877836003594203,20,0.75
16,12,1,0.31622776601683794,63.245553203367585,false,0.04327895674739497,0.001197984775495397,20,0.75
16,12,1,0.31622776601683794,63.245553203367585,true,0.12743354242515842,0.0029467742082119625,20,0.75
16,12,1,0.5623413251903491,63.245553203367585,false,0.042769843788801366,0.0011637293196454172,20,0.75
16,12,1,0.5623413251903491,63.245553203367585,true,0.12923668249928866,0.0029654349857811007,20,0.75
16,12,1,1.0,63.245553203367585,false,0.04222111612131382,0.0011022266723776939,20,0.75
16,12,1,1.0,63.245553203367585,true,0.1305353135919471,0.00292060601681875,20,0.75
16,12,1,1.7782794100389228,63.245553203367585,false,0.04317087224165065,0.0010062145731213527,20,0.75
16,12,1,1.7782794100389228,63.245553203367585,true,0.13620898915488772,0.002910722593473229,20,0.75
16,12,1,10.0,63.245553203367585,false,0.03456381991745637,0.0006589162755583943,20,0.75
16,12,1,10.0,63.245553203367585,true,0.12871231107281536,0.0024916467151938457,20,0.75
16,12,1,100.0,63.245553203367585,false,0.013274284336227871,0.0003447951768045162,20,0.75
16,12,1,100.0,63.245553203367585,true,0.07439065269465361,0.0020144870227622276,20,0.75
16,12,1,17.78279410038923,63.245553203367585,false,0.03201333574184567,0.0005309139231380882,20,0.75
16,12,1,17.78279410038923,63.245553203367585,true,0.1327400635527677,0.0023593909267894918,20,0.75
16,12,1,3.1622776601683795,63.245553203367585,false,0.042161459155296406,0.0008001872338217743,20,0.75
16,12,1,3.1622776601683795,63.245553203367585,true,0.13166435479080307,0.0027046379087040527,20,0.75
16,12,1,31.622776601683793,63.245553203367585,false,0.024424370481912056,0.0003104696599134375,20,0.75
16,12,1,31.622776601683793,63.245553203367585,true,0.10978216046439071,0.002116239268466083,20,0.75
16,12,1,5.623413251903491,63.245553203367585,false,0.03741525696927368,0.0006437938271844356,20,0.75
16,12,1,5.623413251903491,63.245553203367585,true,0.14111185089608735,0.0026482518777233483,20,0.75
16,12,1,56.23413251903491,63.245553203367585,false,0.021481841135666997,0.0002938194167443442,20,0.75
16,12,1,56.23413251903491,63.245553203367585,true,0.08258921829847167,0.002157616800691422,20,0.75
